城市,地址,社區,房價(萬)/坪,平均坪數
Taipei-city,敦化北路１５５巷２號,敦化新城乙標,84.2,35
Taipei-city,臨沂街４５巷２號,沂園大廈,84.2,None
Taipei-city,松平路１２６號,國王與我,84,115
Taipei-city,復興南路一段//東豐街,中南大廈,84,None
Taipei-city,興安街１５９號,敦化WOMAN,84,None
Taipei-city,杭州北路２８號,順平皇家,84,40
Taipei-city,復興北路４２６號,三輝白宮,84,None
Taipei-city,松江路//吉林路,空軍國宅,83.9,32
Taipei-city,福德路３１巷１１號,小貴馥,83.9,None
Taipei-city,青田街８巷２號,青田怡園大廈,83.9,56
Taipei-city,信義路二段４４巷１２號,中正尊邸,83.8,79
Taipei-city,中山北路六段２９０巷７弄３１號,天母御璽,83.8,74
Taipei-city,忠誠路二段//德行東路,東騰天母,83.8,None
Taipei-city,忠孝東路五段７４３巷２１弄２１號,達麗信義,83.8,None
Taipei-city,忠誠路二段４２號,新光仰仁,83.7,60
Taipei-city,四維路//信義路四段,信義新城,83.7,37
Taipei-city,溫州街//羅斯福路三段//新生南路三段,溫州國宅,83.7,26
Taipei-city,萬大路３３１號,萬年青,83.7,61
Taipei-city,忠孝東路四段２３１號,中聯大樓,83.7,20
Taipei-city,南京東路二段１８０號,鄉林京華,83.7,75
Taipei-city,牯嶺街８３號,力麒麒御,83.7,None
Taipei-city,羅斯福路三段１２８巷２０號,吉米story,83.7,11
Taipei-city,南京東路三段３０３巷２０號,新光慶城公園華廈,83.5,None
Taipei-city,和平東路三段//嘉興街,友座臻璽,83.5,None
Taipei-city,明水路４１５號,岳陽樓,83.4,37
Taipei-city,仁愛路四段//忠孝東路四段//敦化南路一段//安和路一段//敦化南路,三普名人巷,83.4,None
Taipei-city,信義路五段１２７號,信義香榭,83.4,19
Taipei-city,復興南路二段８０號,三普復興大廈,83.3,42
Taipei-city,士商路１２９號,藝術陽明,83.3,50
Taipei-city,光復南路４５６巷２３號,松橡園,83.3,43
Taipei-city,西安街一段２３３號,築立方,83.3,22
Taipei-city,八德路四段７號,華視名園,83.3,None
Taipei-city,復興南路二段２９１號,摩登名廈,83.2,None
Taipei-city,浦城街４巷１７號,蒲園華廈,83.2,None
Taipei-city,仁愛路四段//安和路一段//安和路,仁和大廈,83.1,39
Taipei-city,雙城街１０巷１３號,中山碩尚,83.1,32
Taipei-city,堤頂大道二段２９４號,煙波巴洛可二期,83.1,None
Taipei-city,中山北路六段１５７巷１１號,天母樂活,83.1,27
Taipei-city,南昌路二段２０２巷６號,中正快易居,83.1,20
Taipei-city,天母西路５０巷３９號,龍邦國宴,83,91
Taipei-city,敦化南路一段//敦化南路,康和首都,83,82
Taipei-city,仁愛路二段９巷１７號,仁愛LaVie,83,None
Taipei-city,信義路二段１９２號,信義新光,82.9,36
Taipei-city,明水路６０７號,美麗大直,82.9,82
Taipei-city,南京東路二段１０６號,新東京宅,82.9,12
Taipei-city,錦西街３號,忠泰隱,82.9,None
Taipei-city,中山北路二段//民權西路,紐約紐約,82.8,None
Taipei-city,金湖路//星雲街,輝煌世紀,82.8,51
Taipei-city,信義路四段２９６號,黑松通商,82.7,None
Taipei-city,忠孝東路五段２３６巷５３號,風雲頂客,82.7,11
Taipei-city,敦化南路二段//敦化南路,敦南甲天廈,82.7,40
Taipei-city,松德路１４號,世貿國座,82.7,None
Taipei-city,敦化北路１９９巷１６弄１號,松華村,82.6,42
Taipei-city,建國南路一段３３２號,中央花園,82.6,66
Taipei-city,承德路四段８１號,圓山誠品,82.6,None
Taipei-city,新生南路一段１５７之１號,世紀風華(北市新生南路一段),82.5,50
Taipei-city,南京東路四段１１０號,久石讓,82.5,75
Taipei-city,長安東路二段１７９號,寶蘭,82.5,31
Taipei-city,新生南路一段１０３巷９號,長虹大廈,82.5,None
Taipei-city,民權東路六段２８０巷４２號,長耀緻上,82.5,66
Taipei-city,臨沂街２９巷１２號,沂悅,82.4,None
Taipei-city,中山北路七段８１巷３８號,天母富邦,82.4,105
Taipei-city,八德路四段２４號,京華富邑,82.3,14
Taipei-city,南京東路三段３０３巷３弄４號,慶城公園華廈,82.2,None
Taipei-city,逸仙路３２巷１１號,逸欣大廈,82.2,56
Taipei-city,忠孝東路五段４７２號,東之星,82.2,None
Taipei-city,敦化南路一段//敦化南路,敦化雙星,82.1,92
Taipei-city,復興南路二段３１９號,耀東大樓,82.1,30
Taipei-city,南京西路８０號,潤泰御品,82.1,46
Taipei-city,金山南路二段１３４號,金山名人大廈,82,None
Taipei-city,復興北路２６號,貝森朵夫,82,None
Taipei-city,信義路二段７２號,鴻英大廈,81.9,45
Taipei-city,基隆路一段１３９號,新寶大樓,81.9,40
Taipei-city,和平東路二段９６巷９號,師大職舍(華廈區),81.9,40
Taipei-city,臨沂街２９巷１號,冠德龍邸,81.9,None
Taipei-city,信義路四段１９７號,信義國泰,81.7,49
Taipei-city,天祥路//撫順街,鎮金殿,81.7,20
Taipei-city,西安街二段１７１號,和園,81.7,None
Taipei-city,復興南路二段１７號,大安福華,81.7,None
Taipei-city,光復南路４１７號,東方世家,81.6,None
Taipei-city,忠孝東路三段５２號,忠孝科技大廈,81.5,41
Taipei-city,基隆路二段//敦化南路二段,國泰元寶,81.5,35
Taipei-city,新豐街１０１號,晴空樹,81.5,None
Taipei-city,信義路四段２５２號,甲第名宮,81.4,31
Taipei-city,忠孝東路五段１號,春秋大廈,81.4,40
Taipei-city,永吉路２００巷１６號,和園,81.4,39
Taipei-city,建國北路三段７１號,卡爾頓,81.4,None
Taipei-city,民權東路三段//龍江路,榮星新城,81.3,45
Taipei-city,通化街１８８號,松漢臻品,81.2,48
Taipei-city,復興南路二段１５１巷２８號,敦南富星,81.2,None
Taipei-city,忠誠路二段１０巷１８號,天母花園,81.1,None
Taipei-city,羅斯福路三段５８巷８號,師大君逸,81.1,None
Taipei-city,文林路５００號,一邸,81.1,36
Taipei-city,文德路６６巷１４弄２１號,樹語人,81.1,None
Taipei-city,中山北路二段７２巷１７號,中山藏豐,81,None
Taipei-city,敦化南路一段//敦化南路//忠孝東路四段,復旦立體大廈,80.9,67
Taipei-city,復興南路一段９７號,頂好大廈,80.9,11
Taipei-city,芝玉路一段１９７巷５號,天母之御,80.9,None
Taipei-city,大安路一段２０９號,仁愛華廈,80.9,None
Taipei-city,仁愛路一段５９號,仁愛富園,80.9,None
Taipei-city,臥龍街//敦化南路二段//敦化南路,敦南逸園,80.8,35
Taipei-city,復興北路//民權東路三段,國泰香榭華廈,80.7,44
Taipei-city,中山北路七段８２巷１２號,遠雄陽明,80.7,50
Taipei-city,忠孝東路四段５５３巷１６弄１號,保固大樓,80.6,30
Taipei-city,建國北路二段１７６號,東騰千里,80.6,None
Taipei-city,濟南路三段２５之１號,長青大廈,80.6,None
Taipei-city,基河路３８２號,鄉林陽明,80.6,None
Taipei-city,四平街５６號,四季芳庭,80.6,26
Taipei-city,復興南路一段//安東街,三普安和大樓,80.5,41
Taipei-city,羅斯福路六段１６６巷８弄２號,法緹,80.5,44
Taipei-city,羅斯福路一段９７號,中正史坦威,80.4,60
Taipei-city,市民大道五段１號,超級市民,80.4,None
Taipei-city,光復南路４２０巷２０號,百合華廈,80.4,None
Taipei-city,忠孝東路五段１３３號,拓信中信大廈,80.3,None
Taipei-city,松江路６９巷１１號,東京行館,80.3,None
Taipei-city,和平東路一段１４號,師範名門,80.3,None
Taipei-city,明水路３８３號,大觀樓,80.2,66
Taipei-city,復興北路３１３巷２５號,雅適-和利,80.2,43
Taipei-city,天母北路２８巷３９號,天母小西華,80.2,19
Taipei-city,南京東路四段７７號,兄弟廣場,80.1,40
Taipei-city,明水路５３５號,銘家,80.1,36
Taipei-city,忠孝東路三段８４號,台北科技名廈,80.1,35
Taipei-city,興華路６４巷１號,力麒自由,80.1,None
Taipei-city,羅斯福路三段８６號,國家印象,80.1,None
Taipei-city,羅斯福路三段２５１號,學園大廈,80.1,None
Taipei-city,北安路７８９號,WINN,80.1,23
Taipei-city,延吉街//忠孝東路四段,忠孝名門華廈(延吉街),80.1,None
Taipei-city,杭州南路一段７１巷１１號,鴻居大廈,80,None
Taipei-city,松德路//虎林街,凱廈,80,74
Taipei-city,忠誠路一段１８號,海涵,80,50
Taipei-city,健康路４０６號,國美新美館,80,50
Taipei-city,民生西路１１０號,樂揚千里,80,None
Taipei-city,和平東路一段２１２號,康橋大廈,79.9,None
Taipei-city,長春路３２１號,敦北典藏,79.9,57
Taipei-city,莊敬路１８０號,景園華廈,79.9,None
Taipei-city,忠義街１５１號,長虹天母,79.8,49
Taipei-city,瑞安街１５４巷１９號,瑞安雅仕庭,79.6,43
Taipei-city,東豐街２３號,安寧大廈,79.6,None
Taipei-city,長安東路一段２２之２號,一品花園,79.6,60
Taipei-city,忠誠路一段６０號,天母極品,79.5,49
Taipei-city,北安路４５８巷４７弄１號,甲大直,79.5,63
Taipei-city,星雲街１６１巷５號,文心吟釀,79.5,None
Taipei-city,基隆路一段１０３號,世紀威秀,79.5,21
Taipei-city,明水路４７５巷９號,天生麗直,79.4,28
Taipei-city,中山北路六段８之１號,天母觀邸,79.4,85
Taipei-city,和平西路二段７０巷２弄２號,築翫,79.4,27
Taipei-city,仁愛路一段２３巷１２號,仁愛東里,79.4,55
Taipei-city,汀州路二段８５號,中正晏京,79.4,60
Taipei-city,敦化北路１６５巷１號,敦化新城甲標,79.3,40
Taipei-city,忠孝東路二段１２８號,泛亞商業大樓,79.3,None
Taipei-city,基隆路一段１７２巷１號,鼎園,79.2,43
Taipei-city,和平東路一段１６９號,和平大樓,79.2,17
Taipei-city,和平東路三段//四維路,金鼎大廈,79.2,None
Taipei-city,民權東路三段１６０巷１號,民有社區,79.2,None
Taipei-city,松江路２２１巷５號,大雅花園,79.1,35
Taipei-city,光復南路１７巷１７號,逸仙新城,79.1,None
Taipei-city,信義路四段２６５巷３３號,杜邦雲漢廣場,79,None
Taipei-city,忠孝東路四段２１８號,阿波羅大廈,79,65
Taipei-city,吉林路２號,力麒蕭邦,79,None
Taipei-city,星雲街２１０巷２６號,文心CASA,79,None
Taipei-city,劍潭路１２號,圓山凡登,79,26
Taipei-city,金湖路３９號,美麗大湖,78.9,48
Taipei-city,光復南路//延吉街,世華大廈,78.9,51
Taipei-city,健康路３２５巷２４弄２號,中工常翠,78.9,None
Taipei-city,復興南路二段３７７號,梅林大廈,78.8,35
Taipei-city,大安路一段２０６巷１８號,萬里世家,78.7,None
Taipei-city,光復南路２２巷１７號,復源新城,78.7,None
Taipei-city,龍江路３２９號,中山閣廈,78.7,43
Taipei-city,南昌路二段１１號,中正麗園,78.7,None
Taipei-city,中山北路七段１２４巷３號,家居天和,78.7,None
Taipei-city,和平東路二段１０９號,翰笙,78.6,None
Taipei-city,信義路四段３０７號,東方首府,78.6,35
Taipei-city,成功路四段１５７號,昇陽之道,78.6,66
Taipei-city,天母西路５０巷２０號,強者薔薇,78.5,39
Taipei-city,基湖路１２０巷１號,首璽一品花園,78.5,123
Taipei-city,和平東路二段１９５號,世賢大廈,78.5,22
Taipei-city,敦化北路１９９巷８號,敦北翠苑,78.4,53
Taipei-city,松江路//民權東路二段,松江JR,78.4,None
Taipei-city,江南街７１巷１８號,敦煌,78.4,18
Taipei-city,忠誠路二段１號,新光仰賢,78.3,34
Taipei-city,基隆路二段１３４號,基泰信義大樓,78.3,None
Taipei-city,金山南路一段７０之２號,仁愛翡翠,78.3,None
Taipei-city,德行東路３３１巷６號,真園,78.3,55
Taipei-city,臨沂街７１巷１９弄３號,大安風華,78.3,None
Taipei-city,師大路２１２號,師大樂章,78.3,None
Taipei-city,林森北路５３６號,歐夏蕾,78.3,None
Taipei-city,民生東路五段//民生東路,百樂大廈,78.2,31
Taipei-city,中山北路六段１８６巷２號,震大明玉,78.2,None
Taipei-city,南京東路五段２３７號,台北摩根,78.2,15
Taipei-city,承德路三段２４７巷１０號,圓山JIA,78.2,None
Taipei-city,羅斯福路三段２８３巷１４弄１４號,益華台大名園,78.1,50
Taipei-city,松仁路//信義路五段,華納花園,78.1,84
Taipei-city,安和路二段//安和路,日光天下,78.1,55
Taipei-city,信義路四段１３７號,欣德,78.1,28
Taipei-city,博愛路２２０號,博愛公教,78.1,None
Taipei-city,羅斯福路二段１５０號,奧斯町,78,15
Taipei-city,逸仙路５０巷２號,逸仙翠園,78,33
Taipei-city,興安街２０８號,寶獅花園名廈,78,34
Taipei-city,浦城街２２之１號,師大安廷,78,None
Taipei-city,伊通街３１號,新光花廣,78,87
Taipei-city,星雲街//金湖路,榮耀世紀,77.9,46
Taipei-city,基河路２０號,鄉林層峰,77.9,52
Taipei-city,南京東路三段３３５巷２１號,敦化香榭B,77.9,10
Taipei-city,大埔街４６號,綠映園,77.9,None
Taipei-city,復興南路一段８１號,尊爵,77.8,30
Taipei-city,松江路３９號,台北松江,77.8,13
Taipei-city,仁愛路四段３４５巷５弄１號,興雅別墅,77.8,None
Taipei-city,金華街３４號,第一樂章,77.6,40
Taipei-city,忠孝東路五段３３號,勤工國宅,77.6,35
Taipei-city,長春路４２０號,溫莎華廈,77.6,28
Taipei-city,新生北路二段//長春路,品中山,77.6,None
Taipei-city,承德路四段７９號,圓山首席,77.6,84
Taipei-city,中山北路二段７２巷９號,華威國賓,77.5,25
Taipei-city,敦化北路//民生東路三段//民權東路三段//民生東路//民權東路,富春花園,77.4,33
Taipei-city,敦化南路二段//敦化南路,榕馨華廈,77.4,50
Taipei-city,松江路２６巷８號,松江CASA,77.4,None
Taipei-city,仁愛路四段３１０號,仁愛雙星,77.3,None
Taipei-city,羅斯福路二段１０３號,百賢商業大樓,77.3,None
Taipei-city,忠誠路一段４０號,書香園,77.3,None
Taipei-city,金湖路３４７巷６０號,上隱,77.2,50
Taipei-city,八德路三段７３號,福之鄉,77.2,None
Taipei-city,吉林路６號,白金苑,77.2,None
Taipei-city,中山北路二段６２巷７號,富璽,77.2,None
Taipei-city,信義路二段９１號,虹邦世界大廈,77.1,58
Taipei-city,中山北路六段１９５巷６號,遠雄爵士,77.1,67
Taipei-city,慶城街４８號,慶城街華廈住家,77.1,None
Taipei-city,松智路//松平路//松勤街//信義路五段,世貿新城-甲乙丙丁戊,77.1,57
Taipei-city,和平東路一段//金山南路二段,金石名園,77,47
Taipei-city,天母東路//忠誠路二段,福榮園,77,42
Taipei-city,基湖路１２２號,煙波巴洛可一期,77,86
Taipei-city,復興南路一段１２７號,春暉金龍大樓,77,34
Taipei-city,開封街一段４８號,摩登站前,77,None
Taipei-city,忠孝東路二段１００號,喜萬年,77,None
Taipei-city,長安東路二段１９６號,戀戀長安,76.9,81
Taipei-city,信義路五段１５０巷８號,A005_雲頂,76.8,87
Taipei-city,克強路１５巷３號,黃金藝術賞,76.8,98
Taipei-city,忠孝東路四段１１號,忠孝頂好大廈,76.8,20
Taipei-city,忠孝東路五段１７號,金帝,76.8,31
Taipei-city,天母西路１２２號,天母御堡,76.8,None
Taipei-city,徐州路６號,瑞樓,76.8,None
Taipei-city,忠孝東路五段２４６號,新世界,76.7,None
Taipei-city,中正路１８７巷２號,荷歡,76.6,57
Taipei-city,臨沂街５７巷３６號,仁愛92行館,76.6,None
Taipei-city,民權東路三段//民權東路,敦化福邸-南棟,76.6,None
Taipei-city,敦化北路//長春路,敦北綠洲,76.5,50
Taipei-city,基湖路１１２巷８號,維多利亞一期,76.5,74
Taipei-city,和平東路一段７７號,學苑大廈,76.5,None
Taipei-city,合江街２７號,公園達人,76.5,12
Taipei-city,汀州路二段９３號,台大JIA,76.4,None
Taipei-city,內湖路二段//成功路四段,何必館,76.4,None
Taipei-city,杭州南路一段１４巷１號,仁愛新城,76.4,42
Taipei-city,金湖路４０１巷２０號,城品大廈,76.3,40
Taipei-city,文林路７５８號,景得,76.3,25
Taipei-city,敦化南路二段,家美敦南廣場大廈,76.3,None
Taipei-city,和平東路一段２５６號,彩爐名廈,76.2,None
Taipei-city,中山北路七段８１巷２８弄１０號,燕京大廈,76.2,None
Taipei-city,德行西路５４號,天母庭園,76.1,31
Taipei-city,經貿二路１５７巷４８號,華固天匯,76.1,None
Taipei-city,新生南路一段１１１號,十方大樓,76.1,None
Taipei-city,天玉街３８巷１３弄５號,天母尊爵,76.1,None
Taipei-city,天母西路１１７巷６６號,九五莊園,76.1,None
Taipei-city,民權東路三段１１０號,民生虹園,76.1,None
Taipei-city,羅斯福路二段７７巷６號,力霸師大,76,22
Taipei-city,忠孝東路三段//仁愛路三段,正義東村,76,38
Taipei-city,復興南路一段２０４號,怡暉大廈,75.9,None
